frequency,friends_count
35,59
30,54
29,91
28,99
27,52
27,69
27,97
27,95
27,61
27,63
27,93
26,30
26,70
25,76
25,106
25,83
25,96
25,26
25,71
25,85
25,105
24,123
24,90
24,40
24,55
23,98
23,37
23,94
23,87
23,65
22,79
22,86
22,36
22,33
22,81
21,72
21,48
21,43
21,39
21,78
21,112
20,62
20,119
20,56
20,41
20,100
20,104
19,50
19,35
19,107
19,74
19,47
19,113
19,24
19,68
19,127
19,44
19,42
19,20
19,114
19,60
19,146
19,141
19,27
18,145
18,46
18,29
18,32
18,84
18,75
18,129
17,2001
17,92
17,139
17,120
17,89
17,22
17,73
17,67
17,138
17,108
17,77
17,80
16,130
16,109
16,144
16,66
16,110
16,140
16,31
16,102
16,133
16,124
16,101
16,57
16,64
16,58
15,45
15,51
15,118
15,38
15,153
15,128
15,175
15,135
15,82
14,184
14,34
14,197
14,49
14,18
14,180
14,125
14,131
14,159
14,157
14,53
13,28
13,14
13,134
13,148
13,122
13,132
13,12
12,182
12,150
12,189
12,222
12,176
12,186
12,111
12,16
12,137
12,126
12,147
12,158
12,23
12,88
12,115
12,209
11,116
11,242
11,149
11,259
11,202
11,163
11,236
11,270
11,166
10,17
10,212
10,190
10,142
10,168
10,143
10,156
9,173
9,194
9,193
9,154
9,19
9,215
9,152
9,117
9,179
9,210
9,192
9,172
9,245
9,0
9,165
9,103
9,170
8,160
8,239
8,161
8,183
8,206
8,136
8,196
8,169
8,188
8,121
8,21
8,10
8,278
8,207
8,309
8,2
8,15
8,164
7,254
7,174
7,178
7,4
7,6
7,155
7,167
7,243
7,266
7,3
7,25
7,1
7,200
7,258
7,162
7,275
7,171
6,13
6,225
6,208
6,151
6,244
6,234
6,269
6,213
6,235
6,237
6,205
6,290
6,247
6,229
6,9
6,220
6,261
6,329
6,201
6,204
6,228
6,326
5,284
5,314
5,191
5,350
5,343
5,241
5,214
5,252
5,238
5,306
5,198
5,232
5,283
5,286
5,318
5,276
5,223
5,392
5,294
5,255
5,389
5,226
5,199
5,187
5,253
5,367
5,181
4,313
4,344
4,322
4,443
4,195
4,287
4,7
4,377
4,321
4,273
4,412
4,365
4,282
4,177
4,277
4,221
4,342
4,230
4,340
4,395
4,217
4,249
4,219
4,227
4,341
4,335
4,403
4,246
4,262
4,325
4,240
4,320
4,260
4,304
3,315
3,248
3,233
3,407
3,354
3,397
3,445
3,336
3,565
3,271
3,396
3,251
3,274
3,638
3,281
3,2002
3,324
3,532
3,603
3,481
3,508
3,345
3,590
3,433
3,263
3,374
3,257
3,667
3,224
3,292
3,317
3,353
3,418
3,414
3,619
3,394
3,444
3,312
3,303
3,408
3,478
3,512
3,288
3,799
3,256
3,218
3,305
3,289
3,301
3,185
3,310
3,291
3,296
3,8
3,417
3,346
3,363
3,466
3,316
3,267
3,293
3,285
3,499
3,409
3,832
3,268
3,299
2,356
2,573
2,203
2,464
2,582
2,552
2,1073
2,909
2,328
2,596
2,358
2,539
2,966
2,598
2,280
2,513
2,337
2,11
2,380
2,798
2,406
2,416
2,421
2,1307
2,486
2,510
2,892
2,455
2,379
2,714
2,399
2,531
2,463
2,1552
2,404
2,487
2,1654
2,577
2,609
2,506
2,360
2,352
2,837
2,461
2,265
2,944
2,664
2,454
2,311
2,488
2,1043
2,534
2,375
2,382
2,593
2,871
2,410
2,668
2,272
2,498
2,297
2,514
2,434
2,457
2,349
2,538
2,279
2,628
2,715
2,604
2,1996
2,1997
2,493
2,211
2,528
2,680
2,1991
2,588
2,446
2,429
2,496
2,295
2,1905
2,436
2,462
2,302
2,1146
2,1282
2,405
2,484
2,300
2,427
2,1484
2,370
2,376
2,746
2,572
2,483
2,449
2,386
2,547
2,460
2,479
2,630
2,570
2,890
2,738
2,231
2,690
2,423
2,332
2,1325
2,566
2,442
2,666
2,216
2,1974
2,425
2,494
2,480
2,745
2,308
2,362
2,775
2,752
2,536
2,511
2,595
2,298
2,1594
2,319
2,535
2,1097
2,411
2,541
2,355
2,378
2,749
1,1611
1,1258
1,351
1,529
1,1135
1,1928
1,474
1,1045
1,564
1,348
1,756
1,12018
1,1108
1,1456
1,1626
1,1730
1,1529
1,765
1,728
1,774
1,1512
1,990
1,519
1,877
1,1234
1,857
1,2284
1,1871
1,5780
1,1892
1,381
1,981
1,2000
1,1562
1,1940
1,914
1,1006
1,2498
1,400
1,34968
1,2643
1,830
1,6985
1,1496
1,674
1,704
1,779
1,398
1,1947
1,986
1,1976
1,784
1,419
1,1351
1,789
1,648
1,2529
1,437
1,915
1,895
1,1903
1,980
1,5
1,1139
1,2415
1,644
1,2055
1,650
1,780
1,554
1,1221
1,725
1,482
1,1504
1,708
1,3352
1,1919
1,2849
1,869
1,431
1,1041
1,816
1,1748
1,2455
1,753
1,1909
1,844
1,994
1,357
1,1900
1,7441
1,7969
1,687
1,490
1,761
1,1290
1,458
1,1458
1,919
1,373
1,6764
1,1487
1,1049
1,1669
1,1776
1,1794
1,1192
1,330
1,768
1,1175
1,1360
1,1267
1,452
1,5628
1,636
1,22798
1,625
1,759
1,649
1,1574
1,459
1,599
1,3969
1,451
1,1613
1,1572
1,1156
1,882
1,1334
1,1577
1,613
1,601
1,929
1,1291
1,829
1,897
1,3374
1,383
1,1720
1,470
1,736
1,794
1,2083
1,642
1,961
1,1117
1,1430
1,1875
1,369
1,1593
1,453
1,924
1,456
1,1950
1,1622
1,563
1,439
1,659
1,1031
1,999
1,727
1,1755
1,1728
1,3452
1,945
1,862
1,705
1,7809
1,855
1,2448
1,1498
1,2432
1,1689
1,693
1,762
1,616
1,2108
1,505
1,6280
1,1399
1,791
1,1184
1,2270
1,589
1,548
1,679
1,1071
1,327
1,833
1,1038
1,1395
1,1084
1,523
1,1506
1,899
1,1994
1,2114
1,763
1,4291
1,2155
1,1162
1,1091
1,804
1,1089
1,1218
1,1042
1,1762
1,1660
1,471
1,509
1,655
1,1438
1,956
1,810
1,2253
1,681
1,334
1,932
1,2181
1,1060
1,1339
1,1674
1,3921
1,497
1,1032
1,766
1,935
1,1010
1,1766
1,583
1,850
1,432
1,3405
1,615
1,1377
1,1858
1,333
1,542
1,5439
1,1058
1,716
1,1003
1,793
1,1995
1,767
1,1910
1,734
1,796
1,1471
1,806
1,501
1,1000
1,385
1,2133
1,476
1,1937
1,600
1,323
1,677
1,847
1,1112
1,587
1,390
1,1579
1,1604
1,2435
1,520
1,1140
1,1358
1,546
1,1115
1,801
1,3167
1,1121
1,870
1,1530
1,758
1,1011
1,884
1,475
1,861
1,665
1,2494
1,4220
1,1235
1,393
1,372
1,500
1,943
1,1560
1,578
1,783
1,1183
1,521
1,940
1,585
1,807
1,1103
1,781
1,608
1,976
1,682
1,894
1,569
1,852
1,1079
1,424
1,1265
1,697
1,1861
1,617
1,985
1,1371
1,1301
1,688
1,1256
1,1026
1,737
1,2666
1,6777
1,465
1,502
1,3530
1,1132
1,654
1,787
1,1631
1,2623
1,686
1,755
1,1252
1,491
1,637
1,3750
1,522
1,1659
1,3489
1,3044
1,58268
1,719
1,1463
1,1147
1,364
1,543
1,1675
1,2640
1,555
1,415
1,1090
1,2514
1,339
1,2658
1,467
1,402
1,776
1,611
1,24765
1,959
1,1975
1,656
1,1185
1,1240
1,477
1,1036
1,250
1,560
1,633
1,750
1,838
1,504
1,1934
1,8081
1,1415
1,964
1,3082
1,845
1,1998
1,1459
1,468
1,996
1,1033
1,1615
1,559
1,1279
1,3241
1,426
1,1600
1,576
1,1692
1,2036
1,879
1,1444
1,6944
1,2276
1,361
1,1200
1,440
1,2038
1,553
1,1352
1,1868
1,447
1,8134
1,1120
1,1061
1,641
1,561
1,562
1,1305
1,485
1,621
1,1110
1,1384
1,1566
1,1366
1,1223
1,1188
1,868
1,574
1,7755
1,1555
1,1272
1,1945
1,1191
1,1155
1,848
1,769
1,1381
1,1777
1,568
1,1212
1,567
1,1019
1,1152
1,1695
1,635
1,744
1,1034
1,795
1,1519
1,5765
1,669
1,1687
1,984
1,4813
